A-bomb Atombombe
lament Klage
lamentation Klage
lamentations Klagen
lamination Schichtung
lamp Lampe
lampblack Lampenruss
lamplight Lampenlicht
lampoon Pamphlet
lamppost Laternenpfahl
lamps Lampen
lampshade Lampenschirm
lampshades Lampenschirme
lance Lanze
lancer Lancier
land Land
landfall Landung
landfalls Landungen
landholder Grundbesitzer
landing Absatz
landlady Wirtin
landlord Vermieter
landlords Hausbesitzer
landlubber Landratte
landmark Grenzstein
landmarks Grenzsteine
landowner Grundbesitzer
landscape Landschaft
landscaper Landschaftsgaertner
landscapes Landschaften
landscapist Landschaftsmaler
landslide Bergrutsch
landslides Erdrutsche
landslip Erdrutsch
landslips Erdrutsche
landsman Landbewohner
landsmen Landratten
lane Weg
lanes Wege
language Sprache
languages Sprachen
languidness Gleichgueltigkeit
languishment Traegheit
languor Schwaeche
languorousness Gleichgueltigkeiten
lankiness Schlankheit
lantern Laterne
lanterns Laternen
lanyard Schleife
lap Schoss
lapel Aufschlag
lapels Aufschlaege
lapidaries Edelsteinschneider
lappet Hautlappen
lappets Hautlappen
lapping Ueberlappung
lapse Verfehlung
larboard Backbord
larcenies Diebstaehle
larcenist Dieb
larceny Diebstahl
larch Laerche
larches Laerchen
lard Schmalz
larderi Speisekammer
large-capacity Gross
large-scale Anlage
largeness Groesse
largesse Freigebigkeit
lariat Lasso
lariats Lassos
lark Lerche
larkspur Rittersporn
larva Larve
larvae Larven
larval Raupen
larvas Larven
laryngeal Kehlkopf
laryngitis Kehlkopfentzuendung
larynx Kehlkopf
lasciviousness Geilheit
laser Laser
lash Peitsche
lasher Wehr
lashing Geisselung
lashings Laschung
lastingness Dauerhaftigkeit
latch Falle
latching Zwischenspeichern
latchkey Druecker
latency Wartezeit
lateness Verspaetung
latenesses Verspaetungen
laterals Seitenteile
latex Milchsaft
lath Latte
lathe Drehbank
lather Schaum
lathing Lattenwerk
laths Latten
Latin Latein
Latin-American Lateinamerikaner
latins Roemer
latrine Latrine
lattice Gitter
lattices Gitter
latticework Gitter
laud Lobgesang
lauds Lobgesaenge
laugh Lache
laughableness Laecherlichkeit
laugher Lacher
laughter Lachen
launcher Raketenwerfer
launching Stapellauf
launchings Stapellaeufe
launderer Waescher
laundress Waescherin
laundresses Waescherinnen
laundrette Waschsalon
laundrettes Waschsalons
laundries Waeschereien
laundromat Waschsalon
laundry Waesche
laureate Preistraeger
laureateship Wuerde
laurel Lorbeer
laurie Laurie
lavatories Waschraeume
lavatory Toilette
lavender Lavendel
lavishness Verschwendung
lavishnesses Verschwendungen
law Recht
lawbreaker Rechtsbrecher
lawfulness Rechtmaessigkeit
lawgiver Gesetzgeber
lawlessness Gesetzlosigkeit
lawlessnesses Gesetzwidrigkeiten
lawmaker Gesetzmacher
lawn Rasen
laws Gesetze
lawsuit Prozess
lawyer Anwalt
lawyers Anwaelte
laxative Abfuehrmittel
laxity Laxheit
layabout Gammler
layer Ebene
layers Schichten
layette Saeuglingsausstattung
layman Laie
laymen Laien
layoff Entlassung
layoffs Entlassungen
layout Ausstattung
layover Aufenthalt
lazar Bettler
laziness Faulheit
lazybones Faulenzer
lea Flur
lead Fuehrung
leader Leiter
leaders Fuehrer
leadership Fuehrung
leaf Blatt
leafage Laubwerk
leaflet Broschuere
league Bund
leagues Buendnisse
leak Leck
leakage Verlust
leakages Lecks
leanings Tendenzen
leanness Magerkeit
leapfrog Bockspringen
learner Fahrschueler
lease Miete
leasehold Pacht
leaseholder Paechter
leash Leine
leashes Leinen
leasing Miete
leather Leder
leave Urlaub
leaven Sauerteig
leavening Gaerungsstoff
leaves Blaetter
leaving Abgang
leavings Reste
Lebanese Libanese
lecher Wuestling
lecherousness Unzuechtigkeit
lechery Unzuechtigkeit
lectern Rednerpult
lecterns Lesepulte
lecture Vortrag
lecturer Dozent
lectureship Lehramt
lederhosen Lederhose
ledge Fenstersims
ledger Konto
ledges Leisten
lee Schutz
leech Blutegel
leek Lauch
leeriness Schlauheit
lees Bodensatz
leeway Abtritt
lefties Linkshaender
leftover Rest
leftovers Speisereste
leg Bein
legacies Vermaechtnisse
legacy Vermaechtnis
legalities Rechtlichkeiten
legality Gesetzmaessigkeit
legalization Legalisierung
legalizations Legalisierungen
legate Legat
legatee Vermaechtnisnehmer
legation Gesandtschaft
legend Erklaerung
legends Legenden
legerdemain Zaubertrick
legging Gamasche
legibility Lesbarkeit
legibleness Leserlichkeit
legion Legion
legionaries Legionaere
legionary Legionssoldat
legionnaire Legionaer
legislation Gesetzgebung
legislator Gesetzgeber
legislature Legislative
legitimacy Legitimitaet
legitimateness Legitimitaet
legitimization Legitimierung
legs Beine
legumes Leguminosen
leisureliness Gemaechlichkeit
leitmotif Leitmotiv
lemma Kurztitel
lemming Lemming
lemmings Lemminge
lemon Zitrone
lemon-juice Zitronensaft
lemonade Limonade
lemons Zitronen
len Laenge
lender Darlehensgeber
length Dauer
lengthenings Verlaengerungen
lengthiness Langwierigkeit
lengths Laengen
leniency Nachsicht
Leninist Leninist
lens Linse
lense Linse
lenses Linsen
Lent Fasten
leo Loewe
leopard Leopard
leopards Leoparden
leper Aussaetzige
leprechaun Heinzelmaennchen
leprosy Lepra
lesbian Lesbierin
lesbians Lesbierinnen
lesion Wunde
lessee Leasingnehmer
lesson Lektion
lessons Lektionen
lessor Leasingfirma
letdown Enttaeuschung
lethargy Lethargie
letter Brief
letter-box Briefkasten
letter-press Vervielfaeltiger
letterhead Briefkopf
letterheads Briefkoepfe
lettering Beschriftung
letterings Beschriftungen
letterpress Briefkopierpresse
letters Buchstaben
letting Vermietung
lettings Vermietungen
lettuce Kopfsalat
leukaemia Leukaemie
leukemia Leukaemie
leukocyte Leukozyte
levee Damm
levees Morgenempfaenge
level Hoehe
leveler Gleichmacher
levelheadedness Klarheit
leveller Nivellierer
levelling Einpegelung
levelness Ebenheit
levels Stufen
lever Hebel
leverage Hebelanordnung
levers Hebel
levies Erhebungen
levitations Levitationen
levity Leichtsinn
levy Erhebung
lewdness Unzuechtigkeit
lewis Lewis
lexical Woerter
lexicon Lexikon
liabilities Verpflichtungen
liability Verpflichtung
liaison Verbindung
liar Luegner
liars Luegner
libation Trankopfer
libbard Leopard
libel Beleidigung
libellant Klaeger
libellist Verleumder
liberal Charakter
Liberal Liberale
liberalism Liberalismus
liberality Freizuegigkeit
liberalization Liberalisierung
liberalizations Liberalisierungen
liberalness Grosszuegigkeit
liberation Befreiung
liberations Befreiungen
liberator Befreier
liberators Befreier
libero Libero
liberties Freiheiten
libertine Wuestling
libertines Wuestlinge
libertinism Liederlichkeit
liberty Freiheit
libido Libido
libra Waage
librarian Bibliothekar
librarians Bibliothekare
libraries Bibliotheken
library Sammlung
libretto Libretto
Libya Libyen
Libyan Libyer
lice Laeuse
licence Lizenz
licencee Konzessionsinhaber
licences Erlaubnis
licensee Lizenznehmer
licenser Lizenzgeber
licenses Lizenzen
licensor Linzenzgeber
licentiousness Liederlichkeit
lichen Flechte
lichens Flechten
licker Oeler
lickings Pruegel
licorice Lakritz
lid Deckel
lido Strandbad
lids Deckel
lie Luege
lied Kunstlied
life Leben
lifebelt Rettungsgurt
lifeboat Rettungsboot
lifeboats Rettungsboote
lifeguard Rettungsschwimmer
lifelessness Leblosigkeit
lifeline Rettungsleine
lifer Berufssoldat
lifespan Lebenserwartung
lifestyle Lebensstil
lifetime Leben
lifetimes Lebzeiten
lifework Lebenswerk
lift Aufzug
liftings Hebungen
lifts Aufzuege
ligament Band
ligation Gebundenheit
ligature Binde
ligatures Binden
light Licht
lighter Feuerzeug
lightheartedness Froehlichkeit
lighthouse Leuchtturm
lighting Beleuchtung
lightings Beleuchtungen
lightness Leichtigkeit
lightning Blitz
lightpen Lichtgriffel
lightpens Lichtgriffel
lights Lichter
lignite Braunkohle
likelihood Wahrscheinlichkeit
likelihoods Wahrscheinlichkeiten
likeliness Wahrscheinlichkeit
likeness Aehnlichkeit
likings Neigungen
lilac Flieder
lilies Lilien
Lilliputian Liliputaner
lily Lilie
limb Glied
limberness Biegsamkeit
limbo Rumpelkammer
lime Linde
limekiln Kalkofen
limelight Rampenlicht
limestone Kalkstein
limit Begrenzung
limitation Einschraenkung
limitations Begrenzungen
limitedness Endlichkeit
limiting Begrenzung
limitlessness Unendlichkeit
limousine Limousine
limousines Limousinen
limpidness Klarheit
limpness Schlappheit
line Richtung
lineUS Schlange
line-up Reihe
lineage Abstammung
lineages Abstammungen
lineament Zug
lineaments Zuege
linearity Linearitaet
linearization Linearisierung
linefeed Zeilenvorschub
linefeeds Zeilenvorschuebe
linen Leinen
lineprinter Drucker
liner Mantel
liners Linienschiffe
lines Linien
linesman Streckenwaerter
lingerie Unterwaesche
linging Sehnsucht
lingo Fachjargon
lingua Zunge
lingual Zungenlaut
linguist Linguist
linguistics Sprachwissenschaft
liniment Einreibemittel
lining Auflage
link Verbindung
linkage Verknuepfung
linker Programmbinder
linking Binde
linkup Verknuepfung
linnen Leinen
linnet Haenfling
lino Linoleum
linoleum Linoleum
linotype Linotype
linseed Leinsamen
lint Papierstau
lintel Oberschwelle
lion Loewe
lioness Loewin
lionesses Loewinnen
lions Loewen
lip Lippe
lips Lippen
lipstick Lippenstift
lipsticks Lippenstifte
liquefaction Verfluessigung
liquefier Verfluessigungsapparat
liqueur Likoer
liquid Fluessigkeit
liquidation Abwicklung
liquidity Liquiditaet
liquidness Fluessigkeit
liquids Fluessigkeiten
liquor Fluessigkeit
liquorice Lakritz
liquors Fluessigkeiten
lissomeness Geschmeidigkeit
list Liste
listener Hoerer
listeners Hoerer
lister Auflister
listing Liste
listings Listen
listlessness Lustlosigkeit
lists Verzeichnisse
litany Litanei
literacy Bildung
literal Buchstabensymbol
literalism Buchstabenglaube
literature Literatur
litheness Geschmeidigkeit
lithograph Lithographie
lithographies Lithographien
lithography Lithographie
lithogrph Druckvorlage
lithology Lithologie
litigant Prozessfuehrer
litigation Prozess
litigations Prozesse
litigiousness Streitsucht
litmus Lackmus
litre Liter
litres Liter
litters Bahren
littleness Kleinigkeit
liturgies Liturgien
liturgy Liturgie
livelihood Unterhalt
liveliness Lebendigkeit
liver Leber
liveries Trachten
liverwurstUS Leberwurst
livery Uebergabe
liveryman Zunftmitglied
liverymen Zunftmitglieder
lives Leben
livestock Vieh
liveware Datenverarbeitungspersonal
lividity Fahlheit
lividness Fahlheit
living Wohn
livings Leben
lizard Eidechse
lizards Eidechsen
load Last
loader Ladeprogramm
loading Laden
loadings Ladungen
loaf Laib
loafer Bummler
loafers Bummler
loafing Faulenzerei
loam Lehm
loan Kredit
loaner Kreditgeber
loans Leihen
loathing Ekel
loathsomeness Widerlichkeit
loaves Brote
lobbies Interessengruppen
lobby Interessengruppe
lobbyist Lobbyist
lobe Lappen
lobes Lappen
lobster Hummer
lobsters Hummer
lobule Laeppchen
locale Schauplatz
localism Borniertheit
localities Oertlichkeiten
locality Oertlichkeit
localization Lokalisierung
location Stelle
locations Stellen
locator Zeiger
lochs Seen
lock Schloss
locker Schrank
lockers Schliessfaecher
locket Medaillon
lockets Medaillons
locknut Gegenmutter
lockout Sperre
lockouts Aussperrungen
locks Schloesser
locksmith Schlosser
locomotion Fortbewegung
locomotions Bewegungen
locomotive Lokomotive
locust Heuschrecke
locusts Heuschrecken
locution Redewendung
lodestar Leitstern
lodestone Magnet
lodestones Magnete
lodge Haeuschen
lodgement Deponierung
lodger Mieter
lodgers Mieter
lodges Haeuschen
lodging Unterkunft
lodgment Einreichung
loft Dachboden
loftiness Erhabenheit
lofts Speicher
log Holzblock
logarithm Logarithmus
logbook Fahrtenbuch
logger Registriereinrichtung
loggerhead Dummkopf
logic Logik
logicality Logizitaet
logicalness Logizitaet
logician Logistiker
logics Logik
logistic Versorgungs
logistical Versorgungs
logistics Logistik
logo Vorspann
logos Logos
logs Kloetze
loin Lende
loincloth Lendenschurz
loiterer Faulenzer
loneliness Einsamkeit
loner Einzelgaenger
lonesomeness Einsamkeit
long-term Langzeit
longevity Langlebigkeit
longhair Kuenstler
longhand Langschrift
longings Sehnsuechte
longitude Laenge
longitudes Laengen
longitudinal Laengs
longshoreman Hafenarbeiter
loo Klo
look Blick
look-up Nachschlag
lookahead Vorgriff
lookout Aussehen
looniness Verrueckheit
loop Schleife
loophole Guckloch
loops Schlingen
loose-leaf Ringbuch
looseness Schlaffheit
looter Pluenderer
lootings Pluenderungen
lopsidedness Einseitigkeit
loquaciousness Geschwaetzigkeit
loquacity Schwatzhaftigkeit
lord Gebieter
lordliness Grosszuegigkeit
lordship Herrschaft
lore Kunde
lores Kunden
lorries Lastwagen
lorry Lastwagen
loser Verlierer
losing Verlust
loss Verlust
losses Verluste
lot Gruppe
lotion Loesung
lotions Loesungen
lots Mengen
lotteries Lotterien
lottery Verlosung
loudmouth Grossmaul
loudness Lautstaerke
loudspeaker Lautsprecher
lounge Foyer
lounger Faulenzer
louse Laus
lousiness Gemeinheit
lout Luemmel
loutishness Toelpelhaftigkeit
louver Lueftungsschlitz
louvre Luftschlitz
lovableness Liebenswuerdigkeit
love Liebe
lovelessness Lieblosigkeit
loveliness Lieblichkeit
lovelorn Liebeskummer
lover Liebhaber
lovesickness Liebeskrankheit
lovingness Barmherzigkeit
lowdown Fakten
lowercase Kleinschrift
lowerings Senkungen
lowland Tiefland
lowlanders Tieflandsbewohner
lowlands Ebene
lowliness Demut
lowness Tiefe
loyalist Loyalist
loyality Pflichttreue
loyalness Redlichkeit
loyalty Loyalitaet
lozenge Rautezeichen
lozenger Bonbon
lozenges Rauten
lubbers Luemmel
lubricant Schmiere
lubricants Schmiermittel
lubrication Einoelung
lubricative Schmiermittel
lubricator Schmiervorrichtung
lubricity Schluepfrigkeit
lucency Transparenz
lucidity Klarheit
lucidness Deutlichkeit
luck Glueck
luckiness Glueck
lucks Gluecksfaelle
lucrativeness Eintraeglichkeit
lucre Gewinnsucht
lucubration Lukubration
ludicrousness Laecherlichkeit
luff Windseite
luggage Gepaeck
lugubriousness Traurigkeit
lukewarmness Lauheit
lullabies Schlaflieder
lullaby Schlaflied
lumbago Hexenschuss
lumber Holz
lumberjack Holzfaeller
lumberman Waldarbeiter
lumbers Hoelzer
lumberyard Holzplatz
lumeter Lichtstaerkemesser
luminance Leuchtdichte
luminaries Himmelskoerper
luminary Himmelskoerper
luminescence Lumineszenz
luminosities Lichtstaerken
luminosity Leuchtkraft
luminousness Glanz
lump Kloss
lumps Klumpen
lunacy Wahnsinn
lunar Mond
lunatic Irre
lunch Mittagessen
lunches Mittagessen
lunchhour Mittagszeit
lunger Schwindsuechtige
lungs Lunge
lupin Lupine
lupines Lupinen
lupins Lupinen
lure Koeder
luridness Duesterkeit
lush Besoffene
lushes Besoffenen
lushness Ueppigkeit
lust Begierde
luster Kronleuchter
lusters Kronleuchter
lustfulness Geilheit
lustre Glanz
lustres Kronleuchter
lusts Begierden
lute Laute
lutes Lauten
luxuriance Ueppigkeit
luxuriancy Reichtum
luxuries Luxus
luxuriousness Wohlleben
luxury Aufwand
lyceum Lehrstaette
lyceums Vortragssaele
lye Lauge
lymph Lymphe
lymphatics Lymphgefaesse
lynching Aufhaengung
lynchlaw Lynchjustiz
lynx Luchs
lynxes Luchse
lyre Leier
lyricalness Lyrizitaet
lyricist Lyriker
lyrics Text
lyrist Leierspieler
macaroni Makaroni
macaroon Makrone
macaroons Makronen
mace Muskatbluete
maceration Aufweichung
maces Muskatblueten
machete Machete
machination Intrige
machinations Machenschaften
machinator Intrigant
machine Maschine
machine-building Maschinenbau
machine-code Maschinencode
machine-data Maschinendaten
machine-date Maschinendatum
machine-drive Maschinenantrieb
machine-gun Maschinengewehr
machine-tool Werkzeugmaschine
machineoperator Maschinist
machineries Maschinerien
machinery Maschinen
machines Maschinen
machining Zerspanen
machinist Maschinist
macho Macho
mackerel Makrele
mackerels Makrelen
mackintosh Regenmantel
mackintoshs Regenmaentel
macrame Makramee
macro Befehlszusammenfassung
macro-instruction Macrobefehl
macrobiotics Makrobiotik
macron Laengestrich
macrons Laengestriche
macros Macros
maculation Befleckung
mad-doctor Irrenarzt
madam Dame
madames Madames
madcab Tollkopf
mademoiselle Fraeulein
madge Elster
madhouse Irrenhaus
madhouses Irrenhaeuser
madman Irre
madmen Wahnsinnige
madness Wahnsinn
madwoman Irre
maelstrom Strudel
mafia Mafia
mag Illustrierte
magazine Zeitschrift
magazines Zeitungen
maggot Made
maggots Maden
magic Zauber
magic-flute Zauberfloete
magic-hood Tarnkappe
magician Zauberer
magicians Zauberer
magistracies Richteraemter
magistracy Richteramt
magistrates Friedensrichter
magnanimity Grossherzigkeit
magnanimousness Grossmut
magnate Magnat
magnesium Magnesium
magnet Magnet
magnetic Magnet
magnetic-triped Magnetstreifen
magnetical Magnet
magnetism Magnetismus
magnetization Magnetisierung
magnetizations Magnetisierungen
magnetized Magnet
magnetizer Magnetiseur
magneto Zuendmagnet
magneto-resistance Magnetwiderstand
magneto-resistor Magnetwiderstand
magnetometer Magnetfeldstaerkenmessgeraet
magnetron Magnetfeldroehre
magnets Magnete
magnification Vergroesserung
magnificence Pracht
magnifico Grande
magnifier Lupe
magnifiers Lupen
magniloquence Schwulst
magnitude Groessenordnung
magnitudes Groessen
magnolia Magnolie
magpie Elster
magpies Elstern
mahogany Mahagonibaum
maid Maedchen
maid-of-honour Ehrendame
maidenhair Frauenhaar
maidenhood Jungfernschaft
maidenliness Jungfraeulichkeit
